epoch_ms,iso,channel,ratio,value,unit
1787756226249,2026-08-26T16:57:06.249000,0,-0.000076388,0.36869988542114407,g
1787756226349,2026-08-26T16:57:06.349000,0,-0.000076388,0.36869988542114407,g
1787756226450,2026-08-26T16:57:06.450000,0,-0.000076388,0.36869988542114407,g
1787756226550,2026-08-26T16:57:06.550000,0,-0.000076388,0.36869988542114407,g
1787756226650,2026-08-26T16:57:06.650000,0,-0.000076388,0.36869988542114407,g
1787756226750,2026-08-26T16:57:06.750000,0,-0.000076388,0.36869988542114407,g
1787756226851,2026-08-26T16:57:06.851000,0,-0.000076458,0.7212287356321901,g
1787756226951,2026-08-26T16:57:06.951000,0,-0.000076458,0.7212287356321901,g
1787756227051,2026-08-26T16:57:07.051000,0,-0.000076365,0.25119026868410593,g
1787756227151,2026-08-26T16:57:07.151000,0,-0.000076365,0.25119026868410593,g
1787756227252,2026-08-26T16:57:07.252000,0,-0.000076375,0.3028918756013205,g
1787756227352,2026-08-26T16:57:07.352000,0,-0.000076393,0.392203827573968,g
1787756227425,2026-08-26T16:57:07.425000,3,0.001560611,92.63362204650811,g
1787756227452,2026-08-26T16:57:07.452000,0,-0.000076395,0.4063001364493588,g
1787756227525,2026-08-26T16:57:07.525000,3,0.001560405,92.7326987042157,g
1787756227552,2026-08-26T16:57:07.552000,0,-0.000076336,0.10547794016913646,g
1787756227626,2026-08-26T16:57:07.626000,3,0.001559908,92.9720972959489,g
1787756227653,2026-08-26T16:57:07.653000,0,-0.000076395,0.40160136682425135,g
1787756227726,2026-08-26T16:57:07.726000,3,0.001560156,92.852397759397,g
1787756227753,2026-08-26T16:57:07.753000,0,-0.000076391,0.3828012413100756,g
1787756227826,2026-08-26T16:57:07.826000,3,0.001560641,92.61927624016576,g
1787756227853,2026-08-26T16:57:07.853000,0,-0.000076347,0.1618833637250676,g
1787756227926,2026-08-26T16:57:07.926000,3,0.001560378,92.74570004249831,g
1787756227953,2026-08-26T16:57:07.953000,0,-0.000076343,0.14307819119735116,g
1787756228027,2026-08-26T16:57:08.027000,3,0.001560034,92.91112689693792,g
1787756228054,2026-08-26T16:57:08.054000,0,-0.000076384,0.3498997599069683,g
1787756228127,2026-08-26T16:57:08.127000,3,0.001559832,93.00841044919531,g
1787756228154,2026-08-26T16:57:08.154000,0,-0.000076404,0.44860420411629004,g
1787756228227,2026-08-26T16:57:08.227000,3,0.001560117,92.87122705142065,g
1787756228254,2026-08-26T16:57:08.254000,0,-0.000076388,0.36869988542114407,g
1787756228327,2026-08-26T16:57:08.327000,3,0.001560159,92.85105280996669,g
1787756228354,2026-08-26T16:57:08.354000,0,-0.000076403,0.4439054344911826,g
1787756228427,2026-08-26T16:57:08.427000,3,0.001560354,92.75735594998025,g
1787756228455,2026-08-26T16:57:08.455000,0,-0.000076366,0.25588903830921345,g
1787756228528,2026-08-26T16:57:08.528000,3,0.001560415,92.72776754388511,g
1787756228555,2026-08-26T16:57:08.555000,0,-0.000076352,0.18538225886428242,g
1787756228628,2026-08-26T16:57:08.628000,3,0.001560143,92.85867435052837,g
1787756228655,2026-08-26T16:57:08.655000,0,-0.000076371,0.2840917500872132,g
1787756228728,2026-08-26T16:57:08.728000,3,0.001559975,92.93981850962263,g
1787756228755,2026-08-26T16:57:08.755000,0,-0.000076367,0.2605878079343893,g
1787756228828,2026-08-26T16:57:08.828000,3,0.001560233,92.81563645013071,g
1787756228856,2026-08-26T16:57:08.856000,0,-0.000076359,0.2229875569061062,g
1787756228929,2026-08-26T16:57:08.929000,3,0.001560387,92.74121655681712,g
1787756228956,2026-08-26T16:57:08.956000,0,-0.000076343,0.14307819119735116,g
1787756229029,2026-08-26T16:57:09.029000,3,0.001560383,92.74345829965777,g
1787756229056,2026-08-26T16:57:09.056000,0,-0.000076373,0.2934943363510372,g
1787756229129,2026-08-26T16:57:09.129000,3,0.001560436,92.71790474185335,g
1787756229156,2026-08-26T16:57:09.156000,0,-0.000076382,0.3404971736431443,g
1787756229229,2026-08-26T16:57:09.229000,3,0.001560084,92.88736644458379,g
1787756229257,2026-08-26T16:57:09.257000,0,-0.000076380,0.32639581775414445,g
1787756229330,2026-08-26T16:57:09.330000,3,0.001560065,92.89633245320509,g
1787756229357,2026-08-26T16:57:09.357000,0,-0.000076361,0.2323901431699986,g
1787756229430,2026-08-26T16:57:09.430000,3,0.001560270,92.79770395151739,g
1787756229457,2026-08-26T16:57:09.457000,0,-0.000076323,0.03966993034931291,g
