epoch_ms,iso,channel,ratio,value,unit
1787756840399,2026-08-26T17:07:20.399000,0,-0.000076366,0.22256661719047097,g
1787756840499,2026-08-26T17:07:20.499000,0,-0.000076366,0.22256661719047097,g
1787756840600,2026-08-26T17:07:20.600000,0,-0.000076366,0.22256661719047097,g
1787756840700,2026-08-26T17:07:20.700000,0,-0.000076366,0.22256661719047097,g
1787756840800,2026-08-26T17:07:20.800000,0,-0.000076366,0.22256661719047097,g
1787756840900,2026-08-26T17:07:20.900000,0,-0.000076366,0.22256661719047097,g
1787756841000,2026-08-26T17:07:21,0,-0.000076353,0.1579497735048494,g
1787756841101,2026-08-26T17:07:21.101000,0,-0.000076353,0.1579497735048494,g
1787756841201,2026-08-26T17:07:21.201000,0,-0.000076448,0.6287487507955479,g
1787756841301,2026-08-26T17:07:21.301000,0,-0.000076354,0.1625638463282704,g
1787756841401,2026-08-26T17:07:21.401000,0,-0.000076324,0.01486395558434506,g
1787756841502,2026-08-26T17:07:21.502000,0,-0.000076348,0.13486949730881342,g
1787756841567,2026-08-26T17:07:21.567000,3,0.001753811,-0.18820322623968402,g
1787756841602,2026-08-26T17:07:21.602000,0,-0.000076349,0.1394835701322344,g
1787756841668,2026-08-26T17:07:21.668000,3,0.001753701,-0.13619878827590398,g
1787756841703,2026-08-26T17:07:21.703000,0,-0.000076310,-0.0543719169642302,g
1787756841769,2026-08-26T17:07:21.769000,3,0.001753855,-0.20891679414519657,g
1787756841804,2026-08-26T17:07:21.804000,0,-0.000076364,0.21333847154369617,g
1787756841869,2026-08-26T17:07:21.869000,3,0.001753701,-0.13619878827590398,g
1787756841904,2026-08-26T17:07:21.904000,0,-0.000076333,0.06101955193688433,g
1787756841969,2026-08-26T17:07:21.969000,3,0.001753560,-0.06965055985217561,g
1787756842005,2026-08-26T17:07:22.005000,0,-0.000076360,0.19487226817108116,g
1787756842069,2026-08-26T17:07:22.069000,3,0.001753565,-0.07185432220566837,g
1787756842105,2026-08-26T17:07:22.105000,0,-0.000076339,0.08871390095627414,g
1787756842170,2026-08-26T17:07:22.170000,3,0.001753704,-0.13752095104493423,g
1787756842205,2026-08-26T17:07:22.205000,0,-0.000076406,0.4210411331498893,g
1787756842270,2026-08-26T17:07:22.270000,3,0.001753684,-0.1282658116614147,g
1787756842305,2026-08-26T17:07:22.305000,0,-0.000076365,0.21795254436711717,g
1787756842370,2026-08-26T17:07:22.370000,3,0.001753676,-0.12429932335411875,g
1787756842406,2026-08-26T17:07:22.406000,0,-0.000076278,-0.21130490939446303,g
1787756842470,2026-08-26T17:07:22.470000,3,0.001753751,-0.1599977181192692,g
1787756842506,2026-08-26T17:07:22.506000,0,-0.000076395,0.3702665079343963,g
1787756842571,2026-08-26T17:07:22.571000,3,0.001753527,-0.053785079838216315,g
1787756842606,2026-08-26T17:07:22.606000,0,-0.000076405,0.4164270603264683,g
1787756842671,2026-08-26T17:07:22.671000,3,0.001753439,-0.01235747081206937,g
1787756842706,2026-08-26T17:07:22.706000,0,-0.000076370,0.24564689338650697,g
1787756842771,2026-08-26T17:07:22.771000,3,0.001753715,-0.1428096021212604,g
